id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident,accident_date,accident_time,month,month_num,condition,accident_hour,month_name,cause_of_accident_normalized
4190,Chandina road crash kills 2 women,2018-06-15 00:12:14,https://en.prothomalo.com/bangladesh/Chandina-road-crash-kills-2-women-2,chandina upazila,Dhaka,2,0,"Pick-Up Van, Auto-Rickshaw",collision between vehicles,Bangladesh,event,road accident,2018-06-15,00:12:14,Jun,6,Moderate rain,0,Jun,collision between vehicles
4191,Chandina road crash kills 2 women,2018-06-15 00:12:14,https://en.prothomalo.com/bangladesh/Chandina-road-crash-kills-2-women,chandina upazila,Cumilla,2,0,"Pick-Up Van, Auto-Rickshaw",hit,Bangladesh,event,road accident,2018-06-15,00:12:14,Jun,6,Moderate rain,0,Jun,hit
4193,7 RAB men injured in traffic accident,2014-09-21 15:01:07,https://en.prothomalo.com/bangladesh/7-RAB-men-injured-in-traffic-accident,mohonpur upazila,Rajshahi,0,17,,,Bangladesh,event,road accident,2014-09-21,15:01:07,Sep,9,,15,Sep,
4195,3 killed in Sylhet road crashes,2018-08-08 16:25:16,,hetimganj,Sylhet,2,2,"Truck, Auto-Rickshaw",head-on collision,Bangladesh,event,road accident,2018-08-08,16:25:16,Aug,8,Moderate rain,16,Aug,head-on collision
4196,3 of a family killed in road crash,2018-05-23 20:30:36,https://en.prothomalo.com/bangladesh/3-of-a-family-killed-in-road-crash-2,dhaka-khulna highway at majhigati in kashiani upazila,Gopalganj,3,2,"Truck, Human Hauler",collision,Bangladesh,event,road accident,2018-05-23,20:30:36,May,5,Moderate rain,20,May,collision
4197,3 of a family killed in road crash,2018-05-23 20:30:36,https://en.prothomalo.com/bangladesh/3-of-a-family-killed-in-road-crash,dhaka-khulna highway at majhigati in kashiani upazila,Gopalganj,3,2,"Truck, Human Hauler",collision between truck and human hauler,Bangladesh,event,road accident,2018-05-23,20:30:36,May,5,Moderate rain,20,May,collision between truck and human hauler
4200,Road crash claims 5 lives,2018-05-23 13:51:16,,partekur on bogura-natore road,Natore,5,7,"Truck, Human Hauler",truck hit a human hauler,Bangladesh,event,road accident,2018-05-23,13:51:16,May,5,Moderate rain,13,May,truck hit a human hauler
4201,"Oil tanker overturns spilling 9,000 litres petroleum on road",2018-03-05 17:40:19,,dhaka international airport intersection,Dhaka,0,0,Truck (Tanker),overturned,Bangladesh,event,road accident,2018-03-05,17:40:19,Mar,3,Dense rain,17,Mar,overturned
4206,Prothom Alo journalist harassed,2018-08-07 09:00:29,https://en.prothomalo.com/bangladesh/Prothom-Alo-journalist-harassed,"rampura area, east west university",Dhaka,0,0,,violence between law enforcement and students,Bangladesh,event,road accident,2018-08-07,09:00:29,Aug,8,Moderate rain,9,Aug,violence between law enforcement and students
4207,30 injured in Tangail bus plunge,2018-01-30 12:10:12,https://en.prothomalo.com/bangladesh/30-injured-in-Tangail-bus-plunge,madhupur upazila,Tangail,0,30,Bus,plunged into the river,Bangladesh,event,road accident,2018-01-30,12:10:12,Jan,1,Partly cloudy,12,Jan,plunged into the river
4208,University students block Shahbagh,2018-08-05 15:14:39,https://en.prothomalo.com/bangladesh/University-students-block-Shahbagh,jhigatola,Dhaka,0,0,,road safety protests escalated into attacks,Bangladesh,event,road accident,2018-08-05,15:14:39,Aug,8,Moderate rain,15,Aug,road safety protests escalated into attacks
4210,"4 killed in Sitakunda, Pabna road accidents",2014-09-18 15:31:43,https://en.prothomalo.com/bangladesh/4-killed-in-Sitakunda-Pabna-road-accident,sitakunda and pabna sadar upazila,Chattogram,4,0,,,Bangladesh,event,road accident,2014-09-18,15:31:43,Sep,9,Light rain,15,Sep,
4211,JU students protest against attacks on students,2018-08-05 10:44:21,https://en.prothomalo.com/youth/JU-students-protest-against-attacks-on-students,jahangirnagar university,Dhaka,0,0,,protest against attack on students demonstrating for safe roads,Bangladesh,event,road accident,2018-08-05,10:44:21,Aug,8,Moderate rain,10,Aug,protest against attack on students demonstrating for safe roads
4212,2 women killed in Shahbagh traffic accident,2014-09-18 09:15:44,,shahbagh,Dhaka,2,3,"Bus, Cng-Run Auto-Rickshaw",collision,Bangladesh,event,road accident,2014-09-18,09:15:44,Sep,9,Moderate rain,9,Sep,collision
4215,DMP to observe Traffic Week from Sunday,2018-08-04 18:33:17,https://en.prothomalo.com/bangladesh/DMP-to-observe-Traffic-Week-from-Sunday,dhaka,Dhaka,0,0,,,Bangladesh,event,road accident,2018-08-04,18:33:17,Aug,8,Moderate rain,18,Aug,
4217,Road crash claims 3 lives,2018-05-06 15:27:39,https://en.prothomalo.com/bangladesh/Road-crash-claims-3-lives-3,shahpur area of kasba upazila,Brahmanbaria,3,0,Motorcycle,road accident,Bangladesh,event,road accident,2018-05-06,15:27:39,May,5,Moderate rain,15,May,road accident
4218,Road crash claims 3 lives,2018-05-06 15:27:39,https://en.prothomalo.com/bangladesh/Road-crash-claims-3-lives-2,shahpur area,Brahmanbaria,3,0,Motorcycle,,Bangladesh,event,road accident,2018-05-06,15:27:39,May,5,Moderate rain,15,May,
4219,Road crash claims 3 lives,2018-05-06 15:27:39,https://en.prothomalo.com/bangladesh/Road-crash-claims-3-lives,shahpur area,Brahmanbaria,3,0,Motorcycle,,Bangladesh,event,road accident,2018-05-06,15:27:39,May,5,Moderate rain,15,May,
4221,Students take to the streets for 6th day,2018-08-04 13:38:48,https://en.prothomalo.com/bangladesh/Students-take-to-the-streets-for-6th-day,dhaka,Dhaka,2,0,,road accident,Bangladesh,event,road accident,2018-08-04,13:38:48,Aug,8,Moderate rain,13,Aug,road accident
4222,2 hurt in Malibagh traffic accident,2014-09-07 13:01:23,https://en.prothomalo.com/bangladesh/2-hurt-in-Malibagh-traffic-accident,chowdhurypara area of malibagh,Dhaka,0,2,,,Bangladesh,event,road accident,2014-09-07,13:01:23,Sep,9,Light rain,13,Sep,
4223,Narayanganj road crash kills 8,2018-02-26 17:24:59,https://en.prothomalo.com/bangladesh/Narayanganj-road-crash-kills-nine,tribardi,Narayanganj,8,0,"Bus, Covered Van",head-on collision,Bangladesh,event,road accident,2018-02-26,17:24:59,Feb,2,Light rain,17,Feb,head-on collision
4226,Habiganj road crash kills 2,2018-03-21 13:03:27,https://en.prothomalo.com/bangladesh/Habiganj-road-crash-kills-2-2,dhaka-sylhet highway at daulatpur,Dhaka,2,0,"Bus, Cng-Run Auto-Rickshaw",bus rammed a cng-run auto-rickshaw,Bangladesh,event,road accident,2018-03-21,13:03:27,Mar,3,Mist,13,Mar,bus rammed a cngrun autorickshaw
4229,6 indicted over death of 2 students,2018-09-06 17:55:02,,airport road,Dhaka,2,0,,,Bangladesh,event,road accident,2018-09-06,17:55:02,Sep,9,Light rain,17,Sep,
4230,Ctg road crash kills 2,2018-02-12 09:47:56,https://en.prothomalo.com/bangladesh/Ctg-road-crash-kills-2-2,chittagong-cox's bazar road of patia,Chattogram,2,3,"Truck, Auto Rickshaw",truck hit auto rickshaw from behind,Bangladesh,event,road accident,2018-02-12,09:47:56,Feb,2,Partly cloudy,9,Feb,truck hit auto rickshaw from behind
4231,Ctg road crash kills 2,2018-02-12 09:47:56,https://en.prothomalo.com/bangladesh/Ctg-road-crash-kills-2-3,chittagong-cox's bazar road of patia,Chattogram,2,3,"Truck, Auto Rickshaw",truck hit auto rickshaw from behind,Bangladesh,event,road accident,2018-02-12,09:47:56,Feb,2,Partly cloudy,9,Feb,truck hit auto rickshaw from behind
4239,Gopalganj road crash kills 2,2018-04-08 13:21:17,https://en.prothomalo.com/bangladesh/Gopalganj-road-crash-kills-2,sadar upazila,Gopalganj,2,20,Bus,fell into a roadside ditch,Bangladesh,event,road accident,2018-04-08,13:21:17,Apr,4,Partly cloudy,13,Apr,fell into a roadside ditch
4242,Road crashes kill 5,2018-06-17 17:58:22,https://en.prothomalo.com/bangladesh/Road-crashes-kill-4,noakhali and thakurgaon districts,Thakurgaon,5,0,,,Bangladesh,event,road accident,2018-06-17,17:58:22,Jun,6,Moderate rain,17,Jun,
4244,Youth loses arm in Rajshahi road crash,2018-05-28 17:38:32,https://en.prothomalo.com/bangladesh/Youth-loses-right-arm-in-Rajshahi-road-crash,rajshahi's putia upazila,Rajshahi,0,1,"Bus, Truck","truck rammed into the bus, severing the victim's arm",Bangladesh,event,road accident,2018-05-28,17:38:32,May,5,,17,May,truck rammed into the bus severing the victims arm
4245,Road crashes claim 6 lives,2018-04-16 12:22:06,https://en.prothomalo.com/bangladesh/Road-crashes-claim-6-lives,porsha and potnitala upazilas,Naogaon,6,0,,,Bangladesh,event,road accident,2018-04-16,12:22:06,Apr,4,Light rain,12,Apr,
4248,5 missing in boat capsize,2018-03-24 11:26:21,,shitalakkhya river,,5,0,"Boat, Cargo Vessel",hit by a cargo vessel,Bangladesh,event,road accident,2018-03-24,11:26:21,Mar,3,,11,Mar,hit by a cargo vessel
4253,App-based ride sharing services getting popular,2019-05-08 13:56:33,https://en.prothomalo.com/bangladesh/App-based-ride-sharing-services-getting-popular,dhaka,Dhaka,0,0,"Motorbikes, Cars",lack of formal legal recognition and policy implementation,Bangladesh,event,road accident,2019-05-08,13:56:33,May,5,Partly cloudy,13,May,lack of formal legal recognition and policy implementation
4259,2 killed in Gaibandha road crash,2018-01-26 12:06:02,,jundoho bazar,Gaibandha,2,0,"Truck, Motorcycle",truck knocked down motorcycle,Bangladesh,event,road accident,2018-01-26,12:06:02,Jan,1,Clear sky,12,Jan,truck knocked down motorcycle
4261,Minor girl killed in Jashore road crash,2018-04-22 17:51:48,https://en.prothomalo.com/bangladesh/Minor-girl-killed-in-Jashore-road-crash,hogladanga village on manirampur-noapara road,Jashore,1,0,Motorcycle,motorcycle hitting a girl,Bangladesh,event,road accident,2018-04-22,17:51:48,Apr,4,Moderate rain,17,Apr,motorcycle hitting a girl
4265,SC stays order on compensation to Rajib’s family,2018-05-22 12:03:57,https://en.prothomalo.com/bangladesh/SC-stays-order-on-compensation-to-Rajib’s-family,dhaka,Dhaka,1,0,Bus,,Bangladesh,event,road accident,2018-05-22,12:03:57,May,5,Heavy rain,12,May,
4267,Youth loses leg in road crash,2018-04-30 11:59:05,https://en.prothomalo.com/bangladesh/Yet-another-youth-loses-a-leg-in-Dhaka,jatrabari,Dhaka,0,1,Bus,speeding,Bangladesh,event,road accident,2018-04-30,11:59:05,Apr,4,Heavy rain,11,Apr,speeding
4268,3 killed as 2 motorbikes collide head-on,2018-04-30 11:55:17,https://en.prothomalo.com/bangladesh/3-killed-as-2-motorbikes-collide-head-on,dinajpur-gobindaganj highway at jaliapara in sadar upazila,Dinajpur,3,1,Motorcycles,head-on collision,Bangladesh,event,road accident,2018-04-30,11:55:17,Apr,4,Moderate rain,11,Apr,head-on collision
4269,'Ensure security to children',2018-08-04 13:37:04,https://en.prothomalo.com/bangladesh/Ensure-security-to-children,airport road,Dhaka,2,0,,reckless driving and lack of road safety measures,Bangladesh,event,road accident,2018-08-04,13:37:04,Aug,8,Moderate rain,13,Aug,reckless driving and lack of road safety measures
4271,"Natore road crash kills father, daughter",2017-12-28 21:12:46,,bypass road,Natore,2,0,"Bus, Motorcycle",bus rammed motorcycle,Bangladesh,event,road accident,2017-12-28,21:12:46,Dec,12,Clear sky,21,Dec,bus rammed motorcycle
4273,Ctg minor girl crushed under wardrobe,2018-03-04 16:50:51,,sanoara residential area,Chattogram,1,0,Falling Wardrobe/Almirah,crushed under falling wardrobe/almirah,Bangladesh,event,road accident,2018-03-04,16:50:51,Mar,3,Clear sky,16,Mar,crushed under falling wardrobealmirah
4278,Students block Airport Road protesting at 2 fellows’ death,2018-08-01 15:30:56,https://en.prothomalo.com/bangladesh/Students-block-Airport-Road-protesting-at-2,dhaka airport road,Dhaka,2,0,,road crash,Bangladesh,event,road accident,2018-08-01,15:30:56,Aug,8,Light rain,15,Aug,road accident
4279,"Bus runs over students waiting beside city road, 2 dead",2018-08-01 13:19:37,https://en.prothomalo.com/bangladesh/2-school-students-killed-as-city-bus-hit-a-dozen,"airport road, kurmitola",Dhaka,2,13,Bus,speedy bus ran over them,Bangladesh,event,road accident,2018-08-01,13:19:37,Aug,8,Light rain,13,Aug,speedy bus ran over them
4286,Human hauler ride takes 2 lives,2018-06-22 12:19:10,https://en.prothomalo.com/bangladesh/Human-hauler-ride-takes-2-lives,helipad area of charfassion upazila,Bhola,2,6,Human Hauler And A Trolley,collision,Bangladesh,event,road accident,2018-06-22,12:19:10,Jun,6,Moderate rain,12,Jun,collision
4287,Satkhira road crash kills 2,2018-02-04 11:46:35,https://en.prothomalo.com/bangladesh/Satkhira-road-crash-kills-2-2,satkhira-khulna road at chuknagar,Satkhira,2,0,"Bus, Motorcycle",bus crashed into their bike,Bangladesh,event,road accident,2018-02-04,11:46:35,Feb,2,Partly cloudy,11,Feb,bus crashed into their bike
4289,Univ student killed in Dhaka road accident,2014-08-22 22:25:45,https://en.prothomalo.com/bangladesh/Univ-student-killed-in-Dhaka-road-accident,begum rokeya sarani at taltola,Dhaka,1,0,,,Bangladesh,event,road accident,2014-08-22,22:25:45,Aug,8,Light rain,22,Aug,
4290,3 workers killed in Panchagarh roof collapse,2018-03-10 12:47:52,https://en.prothomalo.com/bangladesh/3-workers-killed-in-Panchagarh-roof-collapse,khanpukur area,Panchagarh,3,3,Refueling Station Roof,roof collapse,Bangladesh,event,road accident,2018-03-10,12:47:52,Mar,3,,12,Mar,roof collapse
4292,2 killed in traffic accidents,2014-08-22 15:32:07,https://en.prothomalo.com/bangladesh/2-killed-in-traffic-accident-in-Kalihati,eastern intersection approaching bangabandhu bridge,Tangail,2,3,,separate traffic accidents,Bangladesh,event,road accident,2014-08-22,15:32:07,Aug,8,Moderate rain,15,Aug,separate traffic accidents
4298,Gopalganj bus owners call off strike,2018-04-11 10:16:46,https://en.prothomalo.com/bangladesh/Gopalganj-bus-owners-call-off-strike,gopalganj,Gopalganj,0,0,Bus,strike,Bangladesh,event,road accident,2018-04-11,10:16:46,Apr,4,Moderate rain,10,Apr,strike
4300,Rajib's condition unstable,2018-04-11 10:03:33,https://en.prothomalo.com/bangladesh/Rajib-s-condition-unstable,karwan bazar,Dhaka,0,1,Bus,collision between two buses,Bangladesh,event,road accident,2018-04-11,10:03:33,Apr,4,Moderate rain,10,Apr,collision between two buses
4305,Road crash claims lives of 2 fish traders,2018-04-08 23:27:52,https://en.prothomalo.com/bangladesh/Road-crash-claims-lives-of-2-fish-traders,natore-bogura road at boiradighi,Bogra,2,2,"Cng-Run Auto-Rickshaw, Truck",truck hit auto-rickshaw,Bangladesh,event,road accident,2018-04-08,23:27:52,Apr,4,Moderate rain,23,Apr,truck hit autorickshaw
4309,2 killed in Panchagarh road crash,2018-02-24 16:33:04,https://en.prothomalo.com/bangladesh/2-killed-in-Panchagarh-road-crash-2,barister bazar area on panchagarh-tetulia highway,Panchagarh,2,0,"Truck, Motorcycle",truck crashed a motorcycle,Bangladesh,event,road accident,2018-02-24,16:33:04,Feb,2,,16,Feb,truck crashed a motorcycle
4310,2 killed in Panchagarh road crash,2018-02-24 16:33:04,https://en.prothomalo.com/bangladesh/2-killed-in-Panchagarh-road-crash,barister bazar area on panchagarh-tetulia highway,Panchagarh,2,0,"Truck, Motorcycle",truck crashed a motorcycle,Bangladesh,event,road accident,2018-02-24,16:33:04,Feb,2,,16,Feb,truck crashed a motorcycle
4311,Vessel capsized near Sundarbans yet to be salvaged,2018-04-17 22:32:52,https://en.prothomalo.com/business/Vessel-capsized-near-Sundarbans-yet-to-be-salvaged,pashur river,,0,0,Vessel,capsized,Bangladesh,event,road accident,2018-04-17,22:32:52,Apr,4,,22,Apr,unknown
4312,Collision of two trucks kills 1,2018-02-12 18:26:28,https://en.prothomalo.com/bangladesh/Collision-of-two-trucks-kills-1,chandipasha area of mymensingh-kishoreganj road,Mymensingh,1,4,Truck,road accident,Bangladesh,event,road accident,2018-02-12,18:26:28,Feb,2,Partly cloudy,18,Feb,road accident
4315,Woman killed while crossing capital road,2018-01-20 15:35:55,https://en.prothomalo.com/bangladesh/Woman-killed-while-crossing-capital-road,malibagh bazar,Dhaka,1,0,,,Bangladesh,event,road accident,2018-01-20,15:35:55,Jan,1,Clear sky,15,Jan,
4316,Shaheed Ramiz Uddin Cantonment College gets 5 buses,2018-08-04 13:47:11,https://en.prothomalo.com/bangladesh/Shaheed-Ramiz-Uddin-Cantonment-College-gets-5,shaheed ramiz uddin cantonment college,Dhaka,0,0,Bus,,Bangladesh,event,road accident,2018-08-04,13:47:11,Aug,8,Moderate rain,13,Aug,
4318,Gazipur road crash kills 3,2018-01-31 12:16:44,https://en.prothomalo.com/bangladesh/Gazipur-road-crash-kills-3-2,mc bazar on dhaka-mymensingh highway,Gazipur,3,2,Pick-Up Van,driver lost control over the steering,Bangladesh,event,road accident,2018-01-31,12:16:44,Jan,1,Partly cloudy,12,Jan,driver lost control over the steering
4319,Gazipur road crash kills 3,2018-01-31 12:16:44,https://en.prothomalo.com/bangladesh/Gazipur-road-crash-kills-3,mc bazar on dhaka-mymensingh highway,Gazipur,3,2,Pick-Up Van,driver lost control over the steering,Bangladesh,event,road accident,2018-01-31,12:16:44,Jan,1,Partly cloudy,12,Jan,driver lost control over the steering
4322,Cargo vessel sinks near Sundarbans,2018-04-15 17:46:36,https://en.prothomalo.com/bangladesh/Cargo-vessel-sinks-near-Sundarbans,pashur river in mongla upazila near sundarbans,Bagerhat,0,0,Cargo Vessel,capsized in the river after loading coal from mother vessel and stuck in a hidden shoal.,Bangladesh,event,road accident,2018-04-15,17:46:36,Apr,4,Moderate rain,17,Apr,capsized in the river after loading coal from mother vessel and stuck in a hidden shoal
4325,Pabna road crash kills 2,2018-01-19 16:05:48,https://en.prothomalo.com/bangladesh/Pabna-road-crash-kills-2,pabna-ishwardi highway in tentultola area,Pabna,2,5,"Auto Rickshaw, Bus",bus hit the auto rickshaw,Bangladesh,event,road accident,2018-01-19,16:05:48,Jan,1,Clear sky,16,Jan,bus hit the auto rickshaw
4327,Newlywed couple killed in road crash,2018-04-04 15:16:04,https://en.prothomalo.com/bangladesh/Newlywed-couple-killed-in-road-crash,digharkanda bypass intersection on dhaka-mymensingh highway,Mymensingh,2,3,"Private Car, Oil Tanker",private car crashed into a stationary oil tanker,Bangladesh,event,road accident,2018-04-04,15:16:04,Apr,4,Mainly clear,15,Apr,private car crashed into a stationary oil tanker
4329,Rajshahi road crash kills 2,2018-02-20 13:30:22,https://en.prothomalo.com/bangladesh/Rajshahi-road-crash-kills-2-2,rajshahi-chapainawabganj highway in kamarpara area of godagari upazila,Rajshahi,2,20,Bus,head-on collision,Bangladesh,event,road accident,2018-02-20,13:30:22,Feb,2,,13,Feb,head-on collision
4332,Schoolboy killed in Joypurhat brick kiln,2018-02-19 14:11:35,,brick kiln,Joypurhat,1,0,,mudslide,Bangladesh,event,road accident,2018-02-19,14:11:35,Feb,2,Clear sky,14,Feb,mudslide
4335,Woman’s leg crushed under city bus,2018-04-12 11:30:18,https://en.prothomalo.com/bangladesh/Woman’s-leg-crushed-under-city-bus,farmgate area,Dhaka,0,1,Bus,caught between a road divider and a bus,Bangladesh,event,road accident,2018-04-12,11:30:18,Apr,4,Moderate rain,11,Apr,caught between a road divider and a bus
4337,2 motorcyclists killed in Faridpur road crash,2018-03-12 12:52:18,https://en.prothomalo.com/bangladesh/2-motorcyclists-killed-in-Faridpur-road-crash,lohartek village,Faridpur,2,1,Motorcycle,hit a roadside tree,Bangladesh,event,road accident,2018-03-12,12:52:18,Mar,3,Light rain,12,Mar,hit a roadside tree
4340,Ctg road crash kills 2 motorcyclists,2018-01-27 13:59:32,,"kagojipara, patia upazila, chittagong-cox's bazar highway",Chattogram,2,0,"Bus, Motorcycle",bus knocked down motorcycle,Bangladesh,event,road accident,2018-01-27,13:59:32,Jan,1,Partly cloudy,13,Jan,bus knocked down motorcycle
4344,Comilla road crash kills minor,2018-02-03 11:34:56,https://en.prothomalo.com/bangladesh/Comilla-road-crash-kills-minor,comilla-noakhali road in natherpetua area,Cumilla,1,0,,crossing road,Bangladesh,event,road accident,2018-02-03,11:34:56,Feb,2,Mainly clear,11,Feb,crossing road
4347,College student goes missing in Padma river,2018-03-19 11:52:20,https://en.prothomalo.com/bangladesh/College-student-goes-missing-in-Padma-river,padma river,Rajshahi,0,0,,missing while returning,Bangladesh,event,road accident,2018-03-19,11:52:20,Mar,3,,11,Mar,missing while returning
4350,'66pc buildings in RAJUK areas unplanned',2019-03-30 19:40:47,https://en.prothomalo.com/bangladesh/66pc-buildings-in-RAJUK-areas-unplanned,dhaka,Dhaka,0,0,,unplanned construction,Bangladesh,event,road accident,2019-03-30,19:40:47,Mar,3,Light rain,19,Mar,unplanned construction
4352,Manikganj road crash injures 30,2017-12-27 16:43:49,https://en.prothomalo.com/bangladesh/Manikganj-road-crash-injures-30,second golra area on the dhaka-aricha highway in saturia upazila,Manikganj,0,30,Buses,head-on collision,Bangladesh,event,road accident,2017-12-27,16:43:49,Dec,12,Clear sky,16,Dec,head-on collision
4356,3 killed in Kishoreganj traffic accident,2014-08-21 15:25:16,https://en.prothomalo.com/bangladesh/3-killed-in-Kishoreganj-traffic-accident,pakundia upazila,Kishoreganj,3,7,Bus And Electric Auto-Rickshaw,head-on collision,Bangladesh,event,road accident,2014-08-21,15:25:16,Aug,8,Moderate rain,15,Aug,head-on collision
4359,Rajshahi bus collision kills 1,2018-02-11 17:15:34,https://en.prothomalo.com/bangladesh/Rajshahi-bus-collision-kills-1,dhaka-chapainawabganj highway,Rajshahi,1,1,Bus,,Bangladesh,event,road accident,2018-02-11,17:15:34,Feb,2,,17,Feb,
4360,Bus-bike collision kills 7 in Feni,2018-01-07 10:10:44,https://en.prothomalo.com/bangladesh/Bus-bike-collision-kills-seven-in-Feni,feni daganbhuiyan upazila,Feni,7,20,Bus And Motorbike,head-on collision,Bangladesh,event,road accident,2018-01-07,10:10:44,Jan,1,Clear sky,10,Jan,head-on collision
4362,Transformer blast burn 6 students in city,2018-02-10 16:12:50,https://en.prothomalo.com/bangladesh/Transformer-blast-burn-6-students-in-city,bangshal area,Dhaka,0,6,Transformer,transformer blasted,Bangladesh,event,road accident,2018-02-10,16:12:50,Feb,2,Partly cloudy,16,Feb,transformer blasted
4364,"Pickup van driver, helper killed in Habiganj road crash",2017-12-12 12:39:35,https://en.prothomalo.com/bangladesh/Pickup-van-driver-helper-killed-in-Habiganj-road,ratanpur area,Habiganj,2,0,"Pickup Van, Truck",collision,Bangladesh,event,road accident,2017-12-12,12:39:35,Dec,12,Light rain,12,Dec,collision
4365,Feni road crash kills 2,2018-02-24 16:38:38,https://en.prothomalo.com/bangladesh/Feni-road-crash-kills-2,dhaka-chittagong highway in chhnua area of feni sadar upazila,Feni,2,1,"Pick-Up Van, Covered Van",covered van hit a stationary pick-up van,Bangladesh,event,road accident,2018-02-24,16:38:38,Feb,2,Partly cloudy,16,Feb,covered van hit a stationary pickup van
4366,9 more protesting students walk out of jail,2018-08-25 12:18:59,https://en.prothomalo.com/bangladesh/9-more-protesting-students-walk-out-of-jail,dhaka central jail in keraniganj,Dhaka,0,0,,demonstrations in demand of safe roads,Bangladesh,event,road accident,2018-08-25,12:18:59,Aug,8,Dense rain,12,Aug,demonstrations in demand of safe roads
4367,Grameen Bank official killed in Pabna road crash,2018-01-20 13:12:42,https://en.prothomalo.com/bangladesh/Grameen-Bank-official-killed-in-Pabna-road-crash,pabna-dhaka highway in dakkhhin raghabpur area,Pabna,1,0,"Bus, Motorcycle",,Bangladesh,event,road accident,2018-01-20,13:12:42,Jan,1,Clear sky,13,Jan,
4369,Savar road crashes kill 4,2018-04-04 13:42:47,https://en.prothomalo.com/bangladesh/Savar-road-crashes-kill-4,dhaka-aricha highway in savar,Dhaka,4,1,"Motorcycle, Truck, Fire Service Vehicle",collision between motorcycle and truck/fire service vehicle,Bangladesh,event,road accident,2018-04-04,13:42:47,Apr,4,Duststorm or sandstorm,13,Apr,collision between motorcycle and truckfire service vehicle
4370,7-yr-old girl loses arm,2018-04-23 14:45:22,https://en.prothomalo.com/bangladesh/7-yr-old-girl-loses-arm,sherua battala,,0,1,Truck,truck hit the girl while she was crossing the road,Bangladesh,event,road accident,2018-04-23,14:45:22,Apr,4,,14,Apr,truck hit the girl while she was crossing the road
4372,"Furniture showroom, car gutted in Ctg fire",2018-02-19 14:13:08,,"ak khan gate area, chittagong city",Chattogram,0,0,Car,fire,Bangladesh,event,road accident,2018-02-19,14:13:08,Feb,2,Clear sky,14,Feb,fire
4374,2 devotees die at Moulvibazar ijtema,2018-01-27 13:36:28,,ijtema ground,Moulvibazar,2,0,,,Bangladesh,event,road accident,2018-01-27,13:36:28,Jan,1,,13,Jan,
4378,Sylhet landslide death toll rises to 3,2018-03-01 18:37:06,https://en.prothomalo.com/bangladesh/2-workers-killed-in-Sylhet-stone-quarry,sylhet,Sylhet,3,0,,landslide,Bangladesh,event,road accident,2018-03-01,18:37:06,Mar,3,rain not reaching ground,18,Mar,landslide
4383,4 killed in Sitakunda traffic accident,2014-08-08 12:36:53,https://en.prothomalo.com/bangladesh/3-killed-in-Sitakunda-traffic-accident,hatilota crossing on dhaka-chittagong highway,Chattogram,4,30,"Bus, Truck",head on collision,Bangladesh,event,road accident,2014-08-08,12:36:53,Aug,8,Moderate rain,12,Aug,head-on collision
4384,US road crash kills Bangladeshi woman,2018-02-17 13:11:50,https://en.prothomalo.com/bangladesh/US-road-crash-kills-Bangladeshi-woman,chicago,,1,0,Car,hit by a car while crossing a street,Bangladesh,event,road accident,2018-02-17,13:11:50,Feb,2,,13,Feb,hit by a car while crossing a street
4385,BRTC seeks stay on Rajib’s compensation order,2018-05-11 09:46:02,https://en.prothomalo.com/bangladesh/BRTC-seeks-stay-on-Rajib’s-compensation-order,,,1,0,,,Bangladesh,event,road accident,2018-05-11,09:46:02,May,5,,9,May,
4386,"Bus-covered van collision kills 5, injures 20 in Bogra",2018-01-01 18:08:47,https://en.prothomalo.com/bangladesh/Bus-covered-van-collision-kills-5-injures-20-in,"noymile, bogra-dhaka highway",Bogra,5,20,,,Bangladesh,event,road accident,2018-01-01,18:08:47,Jan,1,Partly cloudy,18,Jan,
4387,Satkhira road crash kills 1,2017-12-20 10:37:30,https://en.prothomalo.com/bangladesh/Satkhira-road-crash-kills-1-3,bhomra land port,Satkhira,1,4,,,Bangladesh,event,road accident,2017-12-20,10:37:30,Dec,12,Partly cloudy,10,Dec,
4388,Satkhira road crash kills 1,2017-12-20 10:37:30,https://en.prothomalo.com/bangladesh/Satkhira-road-crash-kills-1-2,bhomra land port,Satkhira,1,4,,,Bangladesh,event,road accident,2017-12-20,10:37:30,Dec,12,Partly cloudy,10,Dec,
4389,Satkhira road crash kills 1,2017-12-20 10:37:30,https://en.prothomalo.com/bangladesh/Satkhira-road-crash-kills-1,bhomra land port,Satkhira,1,4,,,Bangladesh,event,road accident,2017-12-20,10:37:30,Dec,12,Partly cloudy,10,Dec,
4390,2 SSC examinees killed in Rajshahi road crash,2018-02-05 13:16:42,https://en.prothomalo.com/bangladesh/2-SSC-examinees-killed-in-Rajshahi-road-crash,tarapur,Rajshahi,3,0,"Truck, Motorcycle",truck hit motorbike,Bangladesh,event,road accident,2018-02-05,13:16:42,Feb,2,,13,Feb,truck hit motorbike
4391,4 of a family burned in city fire,2018-03-10 12:28:54,https://en.prothomalo.com/bangladesh/4-of-a-family-burned-in-city-fire,dhaka’s kalyanpur area,Dhaka,0,4,House,fire originated from the kitchen,Bangladesh,event,road accident,2018-03-10,12:28:54,Mar,3,Clear sky,12,Mar,fire originated from the kitchen
